step,lane,answer_ce,answer_acc,tail_gate,fill_gate
1775,srd_f,2.02791,0.1875,0.593571,0.600169
1800,exact,2.20105,0.03125,0,0
1800,kimi,2.20958,0.03125,0,0
1800,srd,2.14337,0.125,0.324958,0.280432
1800,srd_f,2.35736,0.03125,0.58012,0.584625
1825,exact,2.08516,0.15625,0,0
1825,kimi,2.0742,0.1875,0,0
1825,srd,2.03318,0.21875,0.332797,0.286017
1825,srd_f,2.09462,0.1875,0.572729,0.574061
1850,exact,2.12936,0.125,0,0
1850,kimi,2.14407,0.125,0,0
1850,srd,2.13983,0.0625,0.323259,0.283475
1850,srd_f,2.13662,0.125,0.565347,0.564397
1875,exact,2.10171,0.0625,0,0
1875,kimi,2.09892,0.0625,0,0
1875,srd,1.95654,0.21875,0.356988,0.309557
1875,srd_f,2.10008,0.0625,0.565222,0.562841
1900,exact,2.1313,0.0625,0,0
1900,kimi,2.13213,0.0625,0,0
1900,srd,1.9694,0.28125,0.49343,0.322818
1900,srd_f,2.12997,0.0625,0.563371,0.560177
1925,exact,2.07945,0.15625,0,0
1925,kimi,2.08488,0.15625,0,0
1925,srd,1.90675,0.21875,0.468661,0.355426
1925,srd_f,2.0775,0.15625,0.560742,0.555214
1950,exact,2.04122,0.15625,0,0
1950,kimi,2.04256,0.15625,0,0
1950,srd,2.06149,0.09375,0.512336,0.323905
1950,srd_f,2.04937,0.15625,0.550402,0.554771
1975,exact,2.0995,0.0625,0,0
1975,kimi,2.09894,0.0625,0,0
1975,srd,2.07817,0.0625,0.4716,0.30221
1975,srd_f,2.10424,0.0625,0.549516,0.556495
2000,exact,2.08024,0.1875,0,0
2000,kimi,2.08203,0.1875,0,0
2000,srd,1.82797,0.40625,0.433648,0.290803
2000,srd_f,2.08015,0.1875,0.556086,0.552333
2025,exact,2.14966,0.1875,0,0
2025,kimi,2.14558,0.1875,0,0
2025,srd,1.75794,0.34375,0.408939,0.286724
2025,srd_f,2.11884,0.1875,0.556714,0.547845
2050,exact,2.05425,0.21875,0,0
2050,kimi,2.05896,0.15625,0,0
2050,srd,1.76946,0.1875,0.402505,0.291613
2050,srd_f,2.03793,0.21875,0.600856,0.586753
2075,exact,2.10946,0.125,0,0
2075,kimi,2.11251,0.125,0,0
2075,srd,1.7177,0.25,0.411237,0.289928
2075,srd_f,2.22503,0.0625,0.782245,0.77619
2100,exact,2.05738,0.15625,0,0
2100,kimi,2.05714,0.15625,0,0
2100,srd,1.97493,0.15625,0.40304,0.284489
2100,srd_f,2.02154,0.15625,0.638448,0.627844
2125,exact,2.13149,0.09375,0,0
2125,kimi,2.13521,0.09375,0,0
2125,srd,2.03888,0.1875,0.39037,0.289523
2125,srd_f,2.05594,0.09375,0.570002,0.566454
2150,exact,2.1273,0.21875,0,0
2150,kimi,2.12391,0.1875,0,0
2150,srd,1.81936,0.3125,0.396753,0.286922
2150,srd_f,2.03275,0.125,0.560001,0.556929
2175,exact,2.10622,0.0625,0,0
2175,kimi,2.10841,0.0625,0,0
2175,srd,1.70247,0.1875,0.365441,0.286452
2175,srd_f,2.04056,0.15625,0.540038,0.550187
2200,exact,2.1084,0.09375,0,0
2200,kimi,2.1086,0.09375,0,0
2200,srd,1.76888,0.1875,0.353946,0.284683
2200,srd_f,1.98969,0.21875,0.553312,0.551008
2225,exact,2.15563,0.09375,0,0
2225,kimi,2.15304,0.09375,0,0
2225,srd,1.73626,0.15625,0.338166,0.284313
2225,srd_f,2.03296,0.1875,0.550093,0.55193
2250,exact,2.08527,0.125,0,0
2250,kimi,2.08467,0.125,0,0
2250,srd,1.57233,0.28125,0.333172,0.281906
2250,srd_f,1.95817,0.15625,0.546905,0.552348
2275,exact,2.11854,0.09375,0,0
2275,kimi,2.1185,0.09375,0,0
2275,srd,1.74913,0.3125,0.33179,0.280769
2275,srd_f,1.95093,0.21875,0.559992,0.545501
2300,exact,2.09467,0.1875,0,0
2300,kimi,2.09427,0.1875,0,0
2300,srd,1.74562,0.34375,0.32819,0.280925
2300,srd_f,1.8899,0.28125,0.535508,0.545732
2325,exact,2.10125,0.1875,0,0
2325,kimi,2.10032,0.1875,0,0
2325,srd,1.61672,0.28125,0.316795,0.281312
2325,srd_f,1.93957,0.21875,0.561509,0.552998
2350,exact,2.03156,0.21875,0,0
2350,kimi,2.03169,0.21875,0,0
2350,srd,1.6132,0.3125,0.316126,0.281399
2350,srd_f,1.97663,0.21875,0.557468,0.542432
2375,exact,2.10068,0.125,0,0
2375,kimi,2.10009,0.125,0,0
2375,srd,1.64734,0.3125,0.305698,0.279477
2375,srd_f,1.95382,0.21875,0.536172,0.548983
2400,exact,2.06728,0.21875,0,0
2400,kimi,2.06692,0.21875,0,0
2400,srd,1.71398,0.375,0.316931,0.281361
2400,srd_f,1.94936,0.15625,0.555019,0.548091
2425,exact,2.11092,0.125,0,0
2425,kimi,2.109,0.125,0,0
2425,srd,1.59661,0.3125,0.354859,0.287593
2425,srd_f,2.04615,0.125,0.646139,0.647387
2450,exact,2.17234,0.03125,0,0
2450,kimi,2.17203,0.03125,0,0
2450,srd,1.6424,0.21875,0.319047,0.28237
2450,srd_f,2.1207,0.09375,0.620022,0.617086
2475,exact,2.06994,0.15625,0,0
2475,kimi,2.07396,0.15625,0,0
2475,srd,1.61955,0.3125,0.318195,0.281931
2475,srd_f,1.93725,0.3125,0.586447,0.583967
2500,exact,2.05436,0.21875,0,0
2500,kimi,2.0619,0.21875,0,0
2500,srd,1.67495,0.25,0.305189,0.280578
2500,srd_f,1.85614,0.3125,0.559809,0.558564
2525,exact,2.06201,0.1875,0,0
2525,kimi,2.06719,0.1875,0,0
2525,srd,1.66062,0.375,0.305417,0.278299
2525,srd_f,1.87545,0.125,0.548732,0.548005
2550,exact,2.12247,0.125,0,0
2550,kimi,2.13675,0.125,0,0
2550,srd,1.6373,0.40625,0.324188,0.281162
2550,srd_f,1.9987,0.125,0.544859,0.548717
2575,exact,2.06766,0.1875,0,0
2575,kimi,2.06766,0.1875,0,0
2575,srd,1.62568,0.3125,0.298697,0.279472
2575,srd_f,1.86778,0.375,0.587619,0.582145
2600,exact,2.1251,0.125,0,0
2600,kimi,2.1396,0.125,0,0
2600,srd,1.63532,0.34375,0.297532,0.279263
2600,srd_f,1.79734,0.34375,0.569098,0.569174
2625,exact,2.09406,0.03125,0,0
2625,kimi,2.09335,0.0625,0,0
2625,srd,1.73061,0.25,0.2944,0.278407
2625,srd_f,1.84521,0.0625,0.542124,0.549101
2650,exact,2.11029,0.1875,0,0
2650,kimi,2.11217,0.1875,0,0
2650,srd,1.64643,0.4375,0.292775,0.279149
2650,srd_f,1.78787,0.09375,0.544683,0.54425
2675,exact,2.19961,0.03125,0,0
2675,kimi,2.2029,0.03125,0,0
2675,srd,1.72564,0.15625,0.300915,0.280788
2675,srd_f,1.89819,0.09375,0.536506,0.542599
2700,exact,2.07566,0.1875,0,0
2700,kimi,2.07279,0.1875,0,0
2700,srd,1.65085,0.34375,0.382198,0.286891
2700,srd_f,1.71421,0.3125,0.542528,0.536963
2725,exact,2.09606,0.0625,0,0
2725,kimi,2.09351,0.0625,0,0
2725,srd,1.85317,0.21875,0.462351,0.421163
2725,srd_f,1.77091,0.1875,0.537293,0.540537
2750,exact,2.08705,0.09375,0,0
2750,kimi,2.0954,0.03125,0,0
2750,srd,1.81265,0.3125,0.368563,0.331704
2750,srd_f,1.82087,0.125,0.538578,0.538965
2775,exact,2.07935,0.15625,0,0
2775,kimi,2.08354,0.15625,0,0
2775,srd,1.65983,0.40625,0.366188,0.308469
2775,srd_f,1.77858,0.21875,0.552959,0.547728
2800,exact,2.15166,0.125,0,0
2800,kimi,2.15318,0.125,0,0
2800,srd,1.57394,0.34375,0.321302,0.291713
2800,srd_f,1.7809,0.28125,0.533866,0.536708
2825,exact,2.15288,0.125,0,0
2825,kimi,2.14643,0.09375,0,0
2825,srd,1.56809,0.3125,0.340478,0.287365
2825,srd_f,1.83258,0.3125,0.545153,0.534159
2850,exact,2.13438,0.125,0,0
2850,kimi,2.12937,0.125,0,0
2850,srd,1.62237,0.34375,0.327208,0.284003
2850,srd_f,1.72147,0.28125,0.533377,0.534716
2875,exact,2.06618,0.125,0,0
2875,kimi,2.06779,0.21875,0,0
2875,srd,1.51284,0.3125,0.309955,0.280155
2875,srd_f,1.74554,0.25,0.538107,0.53373
2900,exact,2.10584,0.15625,0,0
2900,kimi,2.09729,0.15625,0,0
2900,srd,1.67,0.21875,0.30876,0.279198
2900,srd_f,1.77531,0.375,0.54081,0.53237
2925,exact,2.16482,0.1875,0,0
2925,kimi,2.16225,0.1875,0,0
2925,srd,1.55304,0.4375,0.298221,0.278501
2925,srd_f,1.8203,0.09375,0.532635,0.531914
2950,exact,2.06956,0.21875,0,0
2950,kimi,2.07182,0.21875,0,0
2950,srd,1.48841,0.3125,0.304604,0.282351
2950,srd_f,1.76184,0.28125,0.529331,0.529143
2975,exact,2.13335,0.0625,0,0
2975,kimi,2.13313,0.0625,0,0
2975,srd,1.52119,0.34375,0.316016,0.285751
2975,srd_f,1.76671,0.28125,0.527896,0.536346
3000,exact,2.06569,0.125,0,0
3000,kimi,2.06805,0.125,0,0
3000,srd,1.53946,0.4375,0.329149,0.284267
3000,srd_f,1.66186,0.375,0.535187,0.539717
